Candidate,State,Office Type,Date,Partisan Lean,Primary %,Won,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,Endorsements,value,Progressive
Sergio Coppola,VA,Representative,6/12/18,-26.0,6.7,No,White,No,No,No,No,No,No,No
Seth Hall,KY,Representative,5/22/18,-36.6,40.8,Yes,White,No,No,No,No,No,No,No
Shanelle Jackson,MI,Representative,8/7/18,60.7,5.3,No,Nonwhite,No,No,Yes,No,No,No,No
Shannon Hader,WA,Representative,8/7/18,0.1,,No,White,No,No,No,Yes,No,No,No
Shannon Hader,WA,Representative,8/7/18,0.1,,No,White,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Sharice Davids,KS,Representative,8/7/18,-4.0,37.3,Yes,Nonwhite,No,Yes,No,No,Guns Sense Candidate?,Yes,No
Shavonnia Corbin-Johnson,PA,Representative,5/15/18,-10.9,34.9,No,Nonwhite,No,No,No,No,Emily Endorsed?,Yes,No
Shavonnia Corbin-Johnson,PA,Representative,5/15/18,-10.9,34.9,No,Nonwhite,No,No,No,No,No,No,No
Shawna Roberts,OH,Representative,5/8/18,-37.6,74.5,Yes,,No,No,No,No,No,No,No
Shawna Roberts,OH,Representative,5/8/18,-37.6,74.5,Yes,,No,No,No,No,Indivisible Endorsed?,Yes,No
Shira Goodman,PA,Representative,5/15/18,15.3,16.5,No,White,No,No,No,No,No,No,No
Shireen Ghorbani,UT,Representative,6/26/18,-22.7,100.0,Yes,Nonwhite,No,No,No,No,No,No,No
Shirley Love,WV,Representative,5/8/18,-47.5,24.6,No,White,No,No,No,No,No,No,No
Shirley McKellar,TX,Representative,3/6/18,-48.7,61.0,Yes,Nonwhite,Yes,No,No,No,No,No,No
Shri Thanedar,MI,Governor,8/7/18,-0.3,17.7,No,Nonwhite,No,No,No,Yes,No,No,No
Shri Thanedar,MI,Governor,8/7/18,-0.3,17.7,No,Nonwhite,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Sid Zeller,NV,Representative,6/12/18,3.8,2.0,No,,Yes,No,No,No,No,No,No
Sidney Moore,SC,Representative,6/12/18,-19.3,17.2,No,Nonwhite,No,No,No,No,No,No,No
Silky Malik,TX,Representative,3/6/18,-16.3,9.7,No,Nonwhite,No,No,No,No,No,No,No
Sol Flores,IL,Representative,3/20/18,65.1,21.9,No,Nonwhite,No,No,No,No,No,No,No
Sol Flores,IL,Representative,3/20/18,65.1,21.9,No,Nonwhite,No,No,No,No,Emily Endorsed?,Yes,No
Sri Preston Kulkarni,TX,Representative,3/6/18,-14.8,31.8,Yes,Nonwhite,No,No,No,No,No,No,No
Sri Preston Kulkarni,TX,Representative,3/6/18,-14.8,31.8,Yes,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Stacey Abrams,GA,Governor,5/22/18,-8.3,76.4,Yes,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Stacey Evans,GA,Governor,5/22/18,-8.3,23.6,No,White,No,No,No,Yes,No,No,No
Stephany Rose Spaulding,CO,Representative,6/26/18,-25.7,100.0,Yes,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Stephany Rose Spaulding,CO,Representative,6/26/18,-25.7,100.0,Yes,Nonwhite,No,No,No,No,No,No,No
Steve Bacher,PA,Representative,5/15/18,-0.6,8.2,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Steve Bacher,PA,Representative,5/15/18,-0.6,8.2,No,White,No,No,No,No,No,No,No
Steve Brown,TX,Representative,3/6/18,-14.8,21.0,No,Nonwhite,No,No,No,No,No,No,No
Steve Brown,TX,Representative,3/6/18,-14.8,21.0,No,Nonwhite,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Steve Lough,SC,Representative,6/12/18,-19.3,9.5,No,White,No,No,No,No,No,No,No
Steve Reilly,GA,Representative,5/22/18,-12.7,4.2,No,White,Yes,No,No,No,No,No,No
Steve Schiffman,NV,Representative,6/12/18,-3.1,3.5,No,,No,No,No,No,No,No,No
Steve Sisolak,NV,Governor,6/12/18,0.9,50.0,Yes,,No,No,Yes,No,Guns Sense Candidate?,No,No
Steve Woodsmall,NC,Representative,5/8/18,-29.6,31.1,No,White,Yes,No,No,No,No,No,No
Steve Worton,MD,Representative,6/26/18,-29.7,3.9,No,White,No,No,No,No,No,No,No
Steven David,TX,Representative,3/6/18,-53.0,100.0,Yes,White,No,No,No,No,No,No,No
Steven Foster,GA,Representative,5/22/18,-54.2,100.0,Yes,White,No,No,No,No,No,No,No
Steven Friday,MI,Representative,8/7/18,-16.1,14.8,No,White,Yes,No,No,No,Our Revolution Endorsed?,Yes,Yes
Steven Friday,MI,Representative,8/7/18,-16.1,14.8,No,White,Yes,No,No,No,No,No,No
Steven Horsford,NV,Representative,6/12/18,3.8,61.7,Yes,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,No,No
Steven Knight Griffin,GA,Representative,5/22/18,-9.5,6.9,No,White,No,No,No,No,No,No,No
Steven Reynolds,TN,Representative,8/2/18,-41.5,17.8,No,White,No,No,No,No,No,No,No
Sue Bell Cobb,AL,Governor,6/5/18,-28.9,29.0,No,White,No,No,Yes,No,No,No,No
Sue Zwahlen,CA,Representative,6/5/18,0.6,17.0,No,White,No,No,Yes,No,No,No,No
Suneel Gupta,MI,Representative,8/7/18,-7.2,21.3,No,Nonwhite,No,No,No,No,No,No,No
Susan Boser,PA,Representative,5/15/18,-41.7,74.6,Yes,White,No,No,No,No,No,No,No
Susan Moran Palmer,OH,Representative,5/8/18,-17.0,34.6,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Susan Moran Palmer,OH,Representative,5/8/18,-17.0,34.6,Yes,,No,No,No,No,No,No,No
Susan Wild,PA,Representative,5/15/18,0.1,33.5,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Susie Lee,NV,Representative,6/12/18,-3.1,66.9,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Suzi Park Leggett,CA,Representative,6/5/18,3.0,3.2,No,Nonwhite,No,No,No,No,No,No,No
Sylvia Garcia,TX,Representative,3/6/18,40.0,63.3,Yes,Nonwhite,No,No,Yes,No,Emily Endorsed?,Yes,No
Sylvia Garcia,TX,Representative,3/6/18,40.0,63.3,Yes,Nonwhite,No,No,Yes,No,No,No,No
Sylvia Williams,KS,Representative,8/7/18,-4.0,4.7,No,White,No,No,No,No,No,No,No
TJ Cox,CA,Representative,6/5/18,11.9,100.0,Yes,Nonwhite,No,No,No,No,No,No,No
TJ Cox,CA,Representative,6/5/18,11.9,100.0,Yes,Nonwhite,No,No,No,No,Party Support?,Yes,No
TJ Mulloy,OH,Representative,5/8/18,-17.0,15.5,No,White,No,No,No,No,No,No,No
Tabitha Isner,AL,Representative,6/5/18,-33.1,60.4,Yes,White,No,No,No,No,No,No,No
Tabitha Johnson-Green,GA,Representative,5/22/18,-28.2,50.2,Yes,White,No,No,No,No,No,No,No
Tahir Javed,TX,Representative,3/6/18,40.0,20.7,No,Nonwhite,No,No,No,Yes,No,No,No
Talley Sergent,WV,Representative,5/8/18,-35.3,62.6,Yes,White,No,No,No,No,No,No,No
Tamara Harris,NJ,Representative,6/5/18,-4.7,14.5,No,Nonwhite,No,No,No,Yes,No,No,No
Tami Walker,TX,Representative,3/6/18,-14.4,15.6,No,White,No,No,No,No,No,No,No
Tanzie Youngblood,NJ,Representative,6/5/18,-4.0,19.2,No,Nonwhite,No,No,No,No,No,No,No
Tanzie Youngblood,NJ,Representative,6/5/18,-4.0,19.2,No,Nonwhite,No,No,No,No,Indivisible Endorsed?,Yes,No
Tatiana Matta,CA,Representative,6/5/18,-25.4,42.7,Yes,Nonwhite,No,No,No,No,No,No,No
Tawana Cadien,TX,Representative,3/6/18,-14.4,18.0,No,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Tawana Cadien,TX,Representative,3/6/18,-14.4,18.0,No,Nonwhite,No,No,No,No,No,No,No
Ted Jones,OH,Representative,5/8/18,-34.8,16.3,No,,No,No,No,No,No,No,No
Tedra Cobb,NY,Representative,6/26/18,-11.4,56.0,Yes,,No,No,Yes,No,Our Revolution Endorsed?,Yes,Yes
Tedra Cobb,NY,Representative,6/26/18,-11.4,56.0,Yes,,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Tedra Cobb,NY,Representative,6/26/18,-11.4,56.0,Yes,,No,No,Yes,No,No,No,No
Tedra Cobb,NY,Representative,6/26/18,-11.4,56.0,Yes,,No,No,Yes,No,Indivisible Endorsed?,Yes,No
Thaddeus Kirkland,PA,Representative,5/15/18,25.5,4.0,No,Nonwhite,No,No,Yes,No,No,No,No
Theodore Green,KY,Representative,5/22/18,-17.4,0.8,No,White,No,No,No,No,No,No,No
Theresa Gasper,OH,Representative,5/8/18,-8.5,67.0,Yes,,No,No,No,No,No,No,No
Theresa Wright,PA,Representative,5/15/18,25.5,5.2,No,Nonwhite,No,No,No,No,No,No,No
Thomas Cramer,WA,Representative,8/7/18,0.1,,No,White,No,No,No,No,No,No,No
Thomas Heckroth,IA,Representative,6/5/18,-1.7,19.1,No,White,No,No,No,No,No,No,No
Thomas Jefferson Cares,CA,Governor,6/5/18,25.8,0.2,No,White,No,No,No,No,No,No,No
Thomas Wakely,TX,Governor,3/6/18,-13.2,3.4,No,White,Yes,No,No,No,No,No,No
Tim Gilpin,OK,Representative,6/26/18,-32.0,34.5,No,,No,No,No,No,No,No,No
Tim Greimel,MI,Representative,8/7/18,-7.2,21.8,No,White,No,No,Yes,No,No,No,No
Timothy Bjorkman,SD,Representative,6/5/18,-29.4,100.0,Yes,White,No,No,Yes,No,No,No,No
Timothy White,OR,Representative,5/15/18,-21.7,5.9,No,,No,No,No,No,No,No,No
Tio Hardiman,IL,Governor,3/20/18,14.5,1.6,No,Nonwhite,No,No,No,No,No,No,No
Tobi Beck,IN,Representative,5/8/18,-34.1,34.6,Yes,White,Yes,No,No,No,No,No,No
Toby Smith,SC,Representative,6/12/18,-16.9,28.5,No,Nonwhite,No,No,No,No,No,No,No
Todd Allen,TX,Representative,3/6/18,-12.8,20.0,No,White,No,No,No,No,No,No,No
Todd Litton,TX,Representative,3/6/18,-16.3,52.8,Yes,White,No,No,No,No,No,No,No
Todd Maternowski,TX,Representative,3/6/18,-5.0,2.4,No,White,No,No,No,No,No,No,No
Tom Guild,OK,Representative,6/26/18,-17.2,17.9,No,,No,No,No,No,No,No,No
Tom Malinowski,NJ,Representative,6/5/18,-3.3,66.8,Yes,,No,No,No,No,Biden Endorsed?,Yes,No
Tom Malinowski,NJ,Representative,6/5/18,-3.3,66.8,Yes,,No,No,No,No,Party Support?,Yes,No
Tom Malinowski,NJ,Representative,6/5/18,-3.3,66.8,Yes,,No,No,No,No,No,No,No
Tom Niermann,KS,Representative,8/7/18,-4.0,14.3,No,White,No,No,No,No,No,No,No
Tom Niermann,KS,Representative,8/7/18,-4.0,14.3,No,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Tom Payne,WV,Representative,5/8/18,-40.4,14.6,No,White,Yes,No,No,No,No,No,No
Tom Prigg,PA,Representative,5/15/18,-28.7,13.9,No,White,Yes,No,No,No,No,No,No
Tommy Schrader,IN,Representative,5/8/18,-35.5,10.7,No,White,No,No,No,No,No,No,No
Tony Zarkades,CA,Representative,6/5/18,-4.2,1.6,No,White,Yes,No,No,No,No,No,No
Tracy Mitrano,NY,Representative,6/26/18,-13.9,32.3,Yes,,No,No,No,No,No,No,No
Tracy Mitrano,NY,Representative,6/26/18,-13.9,32.3,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Tracy Mitrano,NY,Representative,6/26/18,-13.9,32.3,Yes,,No,No,No,No,WFP Endorsed?,Yes,No
Trent Nesmith,GA,Representative,5/22/18,-17.6,16.0,No,White,No,No,No,No,No,No,No
Tyler Davis,NE,Governor,5/15/18,-26.8,11.4,No,White,No,No,No,No,No,No,No
Tyson Todd Meade,OK,Representative,6/26/18,-17.2,5.7,No,,No,Yes,No,No,No,No,No
Vance Alm,NV,Representative,6/12/18,-13.8,13.2,No,,Yes,No,No,No,No,No,No
Vanessa Adia,TX,Representative,3/6/18,-34.0,100.0,Yes,Nonwhite,No,No,No,No,No,No,No
Vanessa Adia,TX,Representative,3/6/18,-34.0,100.0,Yes,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Vanessa Edwards Foster,TX,Representative,3/6/18,-25.8,19.1,No,White,No,Yes,No,No,No,No,No
Vanessa Enoch,OH,Representative,5/8/18,-34.8,57.9,Yes,Nonwhite,No,No,No,No,No,No,No
Vanessa Enoch,OH,Representative,5/8/18,-34.8,57.9,Yes,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Vanessa Ward,NE,Governor,5/15/18,-26.8,28.8,No,Nonwhite,No,No,No,No,No,No,No
Vangie Williams,VA,Representative,6/12/18,-14.8,40.0,Yes,Nonwhite,No,No,No,No,No,No,No
